"","Pop_ID","Population","Row","Column","Block","Family","Replicate","Comment","Date_oldest_inflor_flower","Date_youngest_inflor_flower","Date_first_follicle_2in","Pods","Peduncles","Flower_count_I1","Hood_L.I1F1","Hood_W.I1F1","Corolla_L.I1F1","Corolla_W.I1F1","Flower_L.I1F1","Flower_W.I1F1","Poll_rem.I1F1","Hood_L.I1F2","Hood_W.I1F2","Corolla_L.I1F2","Corolla_W.I1F2","Flower_L.I1F2","Flower_W.I1F2","Poll_rem.I1F2","Hood_L.I1F3","Hood_W.I1F3","Corolla_L.I1F3","Corolla_W.I1F3","Flower_L.I1F3","Flower_W.I1F3","Poll_rem.I1F3","Flower_count_I2","Hood_L.I2F1","Hood_W.I2F1","Corolla_L.I2F1","Corolla_W.I2F1","Flower_L.I2F1","Flower_W.I2F1","Poll_rem.I2F1","Hood_L.I2F2","Hood_W.I2F2","Corolla_L.I2F2","Corolla_W.I2F2","Flower_L.I2F2","Flower_W.I2F2","Poll_rem.I2F2","Hood_L.I2F3","Hood_W.I2F3","Corolla_L.I2F3","Corolla_W.I2F3","Flower_L.I2F3","Flower_W.I2F3","Poll_rem.I2F3","Flower_count_I3","Hood_L.I3F1","Hood_W.I3F1","Corolla_L.I3F1","Corolla_W.I3F1","Flower_L.I3F1","Flower_W.I3F1","Poll_rem.I3F1","Hood_L.I3F2","Hood_W.I3F2","Corolla_L.I3F2","Corolla_W.I3F2","Flower_L.I3F2","Flower_W.I3F2","Poll_rem.I3F2","Hood_L.I3F3","Hood_W.I3F3","Corolla_L.I3F3","Corolla_W.I3F3","Flower_L.I3F3","Flower_W.I3F3","Poll_rem.I3F3","Flowered2021","Hood.I1F1","Hood.I1F2","Hood.I1F3","Hood.I2F1","Hood.I2F2","Hood.I2F3","Hood.I3F1","Hood.I3F2","Hood.I3F3","Hood.I1","Hood.I2","Hood.I3","Hood_mean","Corolla.I1F1","Corolla.I1F2","Corolla.I1F3","Corolla.I2F1","Corolla.I2F2","Corolla.I2F3","Corolla.I3F1","Corolla.I3F2","Corolla.I3F3","Corolla.I1","Corolla.I2","Corolla.I3","Corolla_mean","Flower.I1F1","Flower.I1F2","Flower.I1F3","Flower.I2F1","Flower.I2F2","Flower.I2F3","Flower.I3F1","Flower.I3F2","Flower.I3F3","Flower.I1","Flower.I2","Flower.I3","Flower_mean","Overall_mean","mean_flower_count","total_flower_count","X","Patch_ID","Latitude","Longitude","Transect_ID","CTD_m","City_dist","Urb_Rur","Urb_score"
"69","MW046",46,3,42,2,2,2,NA,"08/06/2021","08/06/2021","8/30/2021",4,2,21,4.14,2.42,7.42,3.7,8.68,8.38,1,4.08,2.32,7.8,4.12,9.83,9.78,5,3.86,2.34,7.61,4.42,4.44,9.5,5,17,3.98,2.29,7.3,4.36,9.64,9.59,1,4.74,2.51,7.89,4.43,10.18,10.21,2,3.57,2.26,7.36,4.37,10.38,10.33,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10.0188,9.4656,9.0324,9.1142,11.8974,8.0682,NA,NA,NA,9.5056,9.69326666666667,NA,9.59943333333333,27.454,32.136,33.6362,31.828,34.9527,32.1632,NA,NA,NA,31.0754,32.9813,NA,32.02835,72.7384,96.1374,42.18,92.4476,103.9378,107.2254,NA,NA,NA,70.3519333333333,101.2036,NA,85.7777666666667,42.4685166666667,19,38,46,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854
"70","MW046",46,10,22,1,1,1,NA,"7/19/2021","7/19/2021",NA,0,2,20,4.27,2.32,4.83,3.88,8.28,8.25,0,4.39,2.16,6.02,4.18,10.12,10.28,1,4.03,2.3,6.61,3.34,10.33,10.19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.9064,9.4824,9.269,NA,NA,NA,NA,NA,NA,9.5526,NA,NA,9.5526,18.7404,25.1636,22.0774,NA,NA,NA,NA,NA,NA,21.9938,NA,NA,21.9938,68.31,104.0336,105.2627,NA,NA,NA,NA,NA,NA,92.5354333333333,NA,NA,92.5354333333333,41.3606111111111,20,20,46,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854
"71","MW047",47,5,16,1,1,5,NA,"7/14/2021","7/16/2021",NA,0,1,6,4.6,1.99,6.95,3.56,7.03,7.31,2,3.84,1.31,8.03,3.35,6.81,6.89,0,4.34,1.85,8.62,3.53,7.12,7.52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.154,5.0304,8.029,NA,NA,NA,NA,NA,NA,7.40446666666667,NA,NA,7.40446666666667,24.742,26.9005,30.4286,NA,NA,NA,NA,NA,NA,27.3570333333333,NA,NA,27.3570333333333,51.3893,46.9209,53.5424,NA,NA,NA,NA,NA,NA,50.6175333333333,NA,NA,50.6175333333333,28.4596777777778,6,6,47,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342
"72","MW047",47,2,40,2,2,4,NA,"7/6/2021","7/6/2021",NA,0,1,14,4.32,2.41,5.57,3.9,6.96,6.31,0,4.09,2.7,5.75,3.67,8.24,8.82,0,4.46,2.44,7.26,3.48,6.59,6.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10.4112,11.043,10.8824,NA,NA,NA,NA,NA,NA,10.7788666666667,NA,NA,10.7788666666667,21.723,21.1025,25.2648,NA,NA,NA,NA,NA,NA,22.6967666666667,NA,NA,22.6967666666667,43.9176,72.6768,41.1875,NA,NA,NA,NA,NA,NA,52.5939666666667,NA,NA,52.5939666666667,28.6898666666667,14,14,47,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342
"73","MW049",49,2,5,1,3,5,"Flowers eaten before quantified","7/19/2021","7/19/2021",NA,0,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,49,"AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,"Urban",0.2286
"74","MW049",49,3,39,2,5,3,NA,"7/19/2021","7/21/2021",NA,0,3,27,5.41,2.09,7.65,3.81,6.76,6.8,0,4.84,2.16,8.62,3.37,6.9,6.8,0,5.55,2,6.63,4.08,6.12,6.43,0,4,5.16,2.08,7.13,3.37,7.53,7.64,3,5.47,2.3,8.32,4.55,8.74,7.93,1,4.67,2.12,8.58,3.88,7.93,7.66,1,3,5.57,2.14,6.62,4.15,6.4,6.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.3069,10.4544,11.1,10.7328,12.581,9.9004,11.9198,NA,NA,10.9537666666667,11.0714,11.9198,11.3149888888889,29.1465,29.0494,27.0504,24.0281,37.856,33.2904,27.473,NA,NA,28.4154333333333,31.7248333333333,27.473,29.2044222222222,45.968,46.92,39.3516,57.5292,69.3082,60.7438,40.32,NA,NA,44.0798666666667,62.5270666666667,40.32,48.9756444444444,29.8316851851852,11.3333333333333,34,49,"AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,"Urban",0.2286
"75","MW049",49,13,26,4,1,2,NA,"7/23/2021","7/23/2021",NA,0,1,9,5.31,2.22,9.13,4.4,7.96,7.98,2,5.09,2.72,8.04,3.41,8.11,7.7,1,5.23,2.05,7.91,3.89,6.35,6.55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.7882,13.8448,10.7215,NA,NA,NA,NA,NA,NA,12.1181666666667,NA,NA,12.1181666666667,40.172,27.4164,30.7699,NA,NA,NA,NA,NA,NA,32.7861,NA,NA,32.7861,63.5208,62.447,41.5925,NA,NA,NA,NA,NA,NA,55.8534333333333,NA,NA,55.8534333333333,33.5859,9,9,49,"AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,"Urban",0.2286
"76","MW051",51,4,34,2,4,3,NA,"7/12/2021","7/26/2021","08/06/2021",18,7,26,4.29,2.14,8.14,3.75,8.96,9.34,2,4.25,2.14,8.72,4.34,9.84,9.75,2,4.99,2.23,8.25,3.87,9.3,9.15,4,25,4.85,2.29,7.92,4.08,7.66,7.92,2,4.78,2.13,7.94,4.17,7.92,8.12,0,4.4,2.41,7.3,4.2,7.75,8.1,0,25,5.05,2.1,8.24,4.16,8.6,8.62,5,5.18,2.06,7.21,4.38,8.56,8.82,2,4.94,2.11,8.73,3.92,8.08,8.05,3,1,9.1806,9.095,11.1277,11.1065,10.1814,10.604,10.605,10.6708,10.4234,9.8011,10.6306333333333,10.5664,10.3327111111111,30.525,37.8448,31.9275,32.3136,33.1098,30.66,34.2784,31.5798,34.2216,33.4324333333333,32.0278,33.3599333333333,32.9400555555556,83.6864,95.94,85.095,60.6672,64.3104,62.775,74.132,75.4992,65.044,88.2404666666667,62.5842,71.5584,74.1276888888889,39.1334851851852,25.3333333333333,76,51,"AS064",43.669676,-79.422881,"South",3692.60866191731,3.69260866191731,"Urban",2.67139
"77","MW057",57,10,37,2,1,1,NA,"7/17/2021","7/21/2021","08/12/2021",1,4,33,4.53,2.23,6.06,3.56,8.32,8.56,2,4.47,2.36,6.76,3.19,7.89,8.46,5,4.51,2.2,6.58,3.27,8.41,8.5,2,36,3.92,2.17,6.28,3.43,8.71,8.08,2,3.68,2.15,6.4,3.45,8.43,9.12,2,4.39,2.32,6.13,3.38,8.88,8.76,3,11,4.9,2.01,7.99,3.85,8.27,8.11,2,4.06,1.96,5.5,3.19,7.56,6.6,0,4.56,2.09,7.34,3.59,7.96,7.74,1,1,10.1019,10.5492,9.922,8.5064,7.912,10.1848,9.849,7.9576,9.5304,10.1910333333333,8.86773333333333,9.11233333333333,9.39036666666667,21.5736,21.5644,21.5166,21.5404,22.08,20.7194,30.7615,17.545,26.3506,21.5515333333333,21.4466,24.8857,22.6279444444444,71.2192,66.7494,71.485,70.3768,76.8816,77.7888,67.0697,49.896,61.6104,69.8178666666667,75.0157333333333,59.5253666666667,68.1196555555556,33.3793222222222,26.6666666666667,80,57,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762
"78","MW057",57,7,34,2,4,5,NA,"7/12/2021","7/19/2021","08/06/2021",17,8,17,3.59,2.17,7.95,4.36,10.14,10.07,5,3.9,2.17,8.44,3.71,9.47,9.09,5,3.42,2.16,7.9,4.38,9.83,10.13,3,24,3.94,2.29,7.77,4.33,9.67,9.54,4,3.74,2.26,9.27,4.39,10.15,10.15,4,3.93,2.27,8.85,4.13,9.26,9.13,1,26,3.38,2.29,7.31,4.15,10.17,9.89,4,3.49,2.09,8.05,3.99,9.98,9.39,2,3.62,2.43,9.79,4.28,9.83,9.78,5,1,7.7903,8.463,7.3872,9.0226,8.4524,8.9211,7.7402,7.2941,8.7966,7.88016666666667,8.7987,7.94363333333333,8.2075,34.662,31.3124,34.602,33.6441,40.6953,36.5505,30.3365,32.1195,41.9012,33.5254666666667,36.9633,34.7857333333333,35.0915,102.1098,86.0823,99.5779,92.2518,103.0225,84.5438,100.5813,93.7122,96.1374,95.9233333333333,93.2727,96.8103,95.3354444444444,46.2114814814815,22.3333333333333,67,57,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762
"79","MW057",57,8,2,1,1,2,"Flowers all eaten or fell off so no follicles","7/4/2021","7/9/2021",NA,0,2,1,4.08,2.34,7.76,4.84,8.29,8.58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4.8,2.01,7.53,4.11,8.74,8.79,1,3.71,1.96,5.88,4.2,7.99,8.16,1,3.61,2.22,6.36,4.41,8.61,8.26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.5472,NA,NA,9.648,7.2716,8.0142,NA,NA,NA,9.5472,8.31126666666667,NA,8.92923333333333,37.5584,NA,NA,30.9483,24.696,28.0476,NA,NA,NA,37.5584,27.8973,NA,32.72785,71.1282,NA,NA,76.8246,65.1984,71.1186,NA,NA,NA,71.1282,71.0472,NA,71.0877,37.5815944444444,8,16,57,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762
"80","MW061",61,10,28,2,4,1,NA,"7/14/2021","7/30/2021","08/16/2021",11,20,60,4.75,1.85,9.4,4.1,8.73,8.3,2,3.55,1.98,9.24,4.04,8.26,8.55,1,4.21,2.11,8.38,3.98,8.09,8.29,1,42,5.13,1.97,8.68,4.16,8.42,8.33,2,4.38,2.08,8.03,4.61,8.68,8.55,1,4.23,2.64,8.66,4.09,8.42,8.79,1,60,5.24,2.27,9.63,4.19,10.24,10.39,3,4.75,2.3,9.33,4.35,9.88,9.78,0,4.73,2.15,9.94,4.33,9.57,10,5,1,8.7875,7.029,8.8831,10.1061,9.1104,11.1672,11.8948,10.925,10.1695,8.2332,10.1279,10.9964333333333,9.78584444444444,38.54,37.3296,33.3524,36.1088,37.0183,35.4194,40.3497,40.5855,43.0402,36.4073333333333,36.1821666666667,41.3251333333333,37.9715444444444,72.459,70.623,67.0661,70.1386,74.214,74.0118,106.3936,96.6264,95.7,70.0493666666667,72.7881333333333,99.5733333333333,80.8036111111111,42.8536666666667,54,162,61,"AS074",43.654607,-79.607519,"North",18252.5904969499,18.2525904969498,"Urban",0.644411
"81","MW064",64,7,38,2,3,4,NA,"7/16/2021","7/16/2021","0",0,2,8,5.18,2.43,8.36,3.94,8.14,8.23,1,4.38,2.2,6.95,3.74,7.5,7.83,1,4.54,2.48,6.94,3.75,7.31,7.17,2,17,4.69,2.61,8.8,4.35,9.95,10.06,3,3.83,2.22,7.73,3.81,8.95,9.46,1,4.48,2.44,8.26,4.02,8.81,9.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12.5874,9.636,11.2592,12.2409,8.5026,10.9312,NA,NA,NA,11.1608666666667,10.5582333333333,NA,10.85955,32.9384,25.993,26.025,38.28,29.4513,33.2052,NA,NA,NA,28.3188,33.6455,NA,30.98215,66.9922,58.725,52.4127,100.097,84.667,81.052,NA,NA,NA,59.3766333333333,88.6053333333333,NA,73.9909833333333,38.6108944444444,12.5,25,64,"AS077",43.628807,-79.652009,"North",22053.3186692026,22.0533186692026,"Urban",1.05287
"82","MW064",64,9,25,2,5,3,NA,"8/03/2021","8/03/2021","8/22/2021",2,1,29,4.51,1.98,7.09,3.78,8.94,8.99,4,4.42,2.22,7.75,3.64,8.32,8.94,3,4.59,1.98,7.87,3.68,8.5,8.65,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8.9298,9.8124,9.0882,NA,NA,NA,NA,NA,NA,9.2768,NA,NA,9.2768,26.8002,28.21,28.9616,NA,NA,NA,NA,NA,NA,27.9906,NA,NA,27.9906,80.3706,74.3808,73.525,NA,NA,NA,NA,NA,NA,76.0921333333333,NA,NA,76.0921333333333,37.7865111111111,29,29,64,"AS077",43.628807,-79.652009,"North",22053.3186692026,22.0533186692026,"Urban",1.05287
"83","MW064",64,2,41,2,1,3,NA,"7/19/2021","7/19/2021","08/12/2021",2,1,10,3.85,2.39,7.73,4.95,8.73,8.49,0,3.99,2.15,8.66,4.27,9.16,9.03,0,4.28,2.57,7.75,4.86,8.47,8.46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.2015,8.5785,10.9996,NA,NA,NA,NA,NA,NA,9.5932,NA,NA,9.5932,38.2635,36.9782,37.665,NA,NA,NA,NA,NA,NA,37.6355666666667,NA,NA,37.6355666666667,74.1177,82.7148,71.6562,NA,NA,NA,NA,NA,NA,76.1629,NA,NA,76.1629,41.1305555555556,10,10,64,"AS077",43.628807,-79.652009,"North",22053.3186692026,22.0533186692026,"Urban",1.05287
"84","MW068",68,7,16,1,1,5,NA,"7/6/2021","7/14/2021",NA,0,3,1,4.71,2.13,7.69,3.87,7.07,7.36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.69,2.15,8.54,3.74,7.02,7.51,1,5.35,2.3,8.87,4.47,6.56,6.8,0,NA,NA,NA,NA,NA,NA,NA,1,5.24,2.27,9.57,4.35,7.14,7.17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10.0323,NA,NA,12.2335,12.305,NA,11.8948,NA,NA,10.0323,12.26925,11.8948,11.3987833333333,29.7603,NA,NA,31.9396,39.6489,NA,41.6295,NA,NA,29.7603,35.79425,41.6295,35.7280166666667,52.0352,NA,NA,52.7202,44.608,NA,51.1938,NA,NA,52.0352,48.6641,51.1938,50.6310333333333,32.5859444444444,1.33333333333333,4,68,"AS081",43.595802,-79.719547,"North",28107.1525454643,28.1071525454643,"Urban",1.16536
"85","MW068",68,2,3,1,1,4,"Flowers eaten before quantified","7/19/2022","7/19/2021",NA,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,68,"AS081",43.595802,-79.719547,"North",28107.1525454643,28.1071525454643,"Urban",1.16536
"86","MW068",68,11,36,4,5,4,NA,"7/16/2021","7/16/2021","08/09/2021",2,1,29,4.53,2.18,7.88,3.81,7.75,8.05,3,4.37,2.36,6.92,3.46,7.87,7.66,2,4.67,2.17,6.26,3.7,8.13,7.49,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.8754,10.3132,10.1339,NA,NA,NA,NA,NA,NA,10.1075,NA,NA,10.1075,30.0228,23.9432,23.162,NA,NA,NA,NA,NA,NA,25.7093333333333,NA,NA,25.7093333333333,62.3875,60.2842,60.8937,NA,NA,NA,NA,NA,NA,61.1884666666667,NA,NA,61.1884666666667,32.3351,29,29,68,"AS081",43.595802,-79.719547,"North",28107.1525454643,28.1071525454643,"Urban",1.16536
"87","MW072",72,9,19,1,3,1,NA,"7/30/2021","08/06/2021","8/22/2021",2,3,30,4.65,2.41,8.03,4.12,8.58,8.26,0,4.91,2.58,8.07,4.55,9.52,9.57,1,4.53,2.19,7.3,4.17,9.06,8.59,1,29,3.57,2.03,6.52,3.88,9.46,9.44,1,4.51,2.32,8.32,3.93,6.63,8.88,2,4.12,2.43,7.27,3.23,8.42,8.12,0,7,3.72,2.27,7.2,3.87,5.9,5.59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.2065,12.6678,9.9207,7.2471,10.4632,10.0116,8.4444,NA,NA,11.265,9.24063333333333,8.4444,9.65001111111111,33.0836,36.7185,30.441,25.2976,32.6976,23.4821,27.864,NA,NA,33.4143666666667,27.1591,27.864,29.4791555555556,70.8708,91.1064,77.8254,89.3024,58.8744,68.3704,32.981,NA,NA,79.9342,72.1824,32.981,61.6992,33.6094555555556,22,66,72,"AS085",43.5789,-79.713398,"North",28148.0398703139,28.1480398703139,"Urban",1.55917
"88","MW072",72,2,33,2,1,2,"second inflor eaten","7/12/2021","7/12/2022","08/09/2021",1,2,35,4.53,1.96,7.81,4.28,7.22,6.49,0,4.47,1.94,8.44,3.67,7.31,7.39,0,3.96,2.03,8.39,4.73,8.18,7.77,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8.8788,8.6718,8.0388,NA,NA,NA,NA,NA,NA,8.5298,NA,NA,8.5298,33.4268,30.9748,39.6847,NA,NA,NA,NA,NA,NA,34.6954333333333,NA,NA,34.6954333333333,46.8578,54.0209,63.5586,NA,NA,NA,NA,NA,NA,54.8124333333333,NA,NA,54.8124333333333,32.6792222222222,18,36,72,"AS085",43.5789,-79.713398,"North",28148.0398703139,28.1480398703139,"Urban",1.55917
"89","MW077",77,16,4,3,2,1,NA,"7/4/2021","7/14/2021","08/06/2021",3,3,2,3.92,2.41,6.4,4.55,8.67,8.56,0,4.62,2.37,6.94,3.91,8.54,8.74,0,NA,NA,NA,NA,NA,NA,NA,19,3.78,2.28,8.39,4.35,9.38,9.13,0,4.42,2.69,8.29,4.26,8.48,8.05,0,4.24,2.59,6.05,4.55,7.62,7.46,0,9,4.15,2.33,6.29,4.13,9.54,9.41,1,4,1.99,6.54,3.84,8.86,8.93,0,3.99,2,7.5,3.91,8.8,8.86,0,1,9.4472,10.9494,NA,8.6184,11.8898,10.9816,9.6695,7.96,7.98,10.1983,10.4966,8.5365,9.7438,29.12,27.1354,NA,36.4965,35.3154,27.5275,25.9777,25.1136,29.325,28.1277,33.1131333333333,26.8054333333333,29.3487555555556,74.2152,74.6396,NA,85.6394,68.264,56.8452,89.7714,79.1198,77.968,74.4274,70.2495333333333,82.2864,75.6544444444445,38.249,10,30,77,"AS090",43.589966,-79.6183,"South",20506.9567190536,20.5069567190536,"Urban",2.03083
"90","MW077",77,3,28,2,3,2,NA,"7/12/2021","7/21/2021","08/09/2021",10,5,4,3.83,2.31,5.03,3.78,8.91,9.22,1,4.11,2.22,5.06,3.95,9.22,9.41,2,3.46,2.11,4.76,3.44,9.34,9.46,3,28,4.54,2.22,6.07,3.72,7.86,8.83,5,4.31,2.21,6.86,3.83,8.88,8.86,1,4.28,2.1,6.68,4.31,9.21,9.28,2,26,4.01,2.1,5.23,3.52,8.55,8.81,3,3.24,2.14,5.91,3.18,8.78,9.37,4,3.32,1.97,5.06,3.69,8.27,8.68,1,1,8.8473,9.1242,7.3006,10.0788,9.5251,8.988,8.421,6.9336,6.5404,8.42403333333333,9.53063333333333,7.29833333333333,8.41766666666667,19.0134,19.987,16.3744,22.5804,26.2738,28.7908,18.4096,18.7938,18.6714,18.4582666666667,25.8816666666667,18.6249333333333,20.9882888888889,82.1502,86.7602,88.3564,69.4038,78.6768,85.4688,75.3255,82.2686,71.7836,85.7556,77.8498,76.4592333333333,80.0215444444444,36.4758333333333,19.3333333333333,58,77,"AS090",43.589966,-79.6183,"South",20506.9567190536,20.5069567190536,"Urban",2.03083
"91","MW077",77,2,39,2,2,2,NA,"7/3/2021","7/26/2021","08/06/2021",13,23,23,3.92,1.74,7.97,3.79,9.06,9.25,0,3.46,1.95,7.7,3.87,10.25,9.81,0,4.08,2.05,8.05,3.98,9.93,9.33,0,32,4.41,1.85,7.55,3.75,9.29,9.71,3,4.29,2,6.98,4.12,10,9.39,2,4.08,1.97,8.77,3.75,9.94,9.84,2,28,3.8,2,7.81,3.92,9.67,9.16,1,4.37,2.05,6.58,3.92,8.55,8.34,1,4.4,2.15,7.86,3.77,9.42,8.9,1,1,6.8208,6.747,8.364,8.1585,8.58,8.0376,7.6,8.9585,9.46,7.3106,8.2587,8.67283333333333,8.08071111111111,30.2063,29.799,32.039,28.3125,28.7576,32.8875,30.6152,25.7936,29.6322,30.6814333333333,29.9858666666667,28.6803333333333,29.7825444444444,83.805,100.5525,92.6469,90.2059,93.9,97.8096,88.5772,71.307,83.838,92.3348,93.9718333333333,81.2407333333333,89.1824555555556,42.3485703703704,27.6666666666667,83,77,"AS090",43.589966,-79.6183,"South",20506.9567190536,20.5069567190536,"Urban",2.03083
"92","MW077",77,5,39,2,5,1,NA,"7/19/2021","7/26/2021","8/12/2021",2,7,1,3.82,2.29,7.39,3.42,9.08,9.22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4.1,1.88,8.61,3.6,10.6,10.43,4,4.47,2.39,7.88,3.47,10.05,10.31,1,4.27,1.97,8.42,3.38,9.75,9.76,1,17,3.01,1.91,4.23,2.54,9.51,9.46,1,3.57,2.28,6.82,3.08,9.85,9.97,1,3.09,2.08,6.66,3.02,8.42,8.89,0,1,8.7478,NA,NA,7.708,10.6833,8.4119,5.7491,8.1396,6.4272,8.7478,8.9344,6.77196666666667,8.15138888888889,25.2738,NA,NA,30.996,27.3436,28.4596,10.7442,21.0056,20.1132,25.2738,28.9330666666667,17.2876666666667,23.8315111111111,83.7176,NA,NA,110.558,103.6155,95.16,89.9646,98.2045,74.8538,83.7176,103.111166666667,87.6743,91.5010222222222,41.1613074074074,10.6666666666667,32,77,"AS090",43.589966,-79.6183,"South",20506.9567190536,20.5069567190536,"Urban",2.03083
"93","MW077",77,8,34,2,4,3,NA,"7/12/2021","7/13/2021",NA,0,1,2,4,2.37,7.37,4,8.76,8.74,2,3.79,2.06,7.28,3.88,7.61,7.39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.48,7.8074,NA,NA,NA,NA,NA,NA,NA,8.6437,NA,NA,8.6437,29.48,28.2464,NA,NA,NA,NA,NA,NA,NA,28.8632,NA,NA,28.8632,76.5624,56.2379,NA,NA,NA,NA,NA,NA,NA,66.40015,NA,NA,66.40015,34.6356833333333,2,2,77,"AS090",43.589966,-79.6183,"South",20506.9567190536,20.5069567190536,"Urban",2.03083
